new_comments,sentiment
ben take martial art clearly shake person able threaten lie hand format without either throw face pummel,1
would beat ass right tv preferably sissy women clothe makeup point try argue rediculous topic overwhelming waste time especially bitch ass snowflake would hurt feeling transgender force live desolate island put thi knee shoot back head fuk thi feeling,1
grandparent roll fuck grave,1
rest group defend zoey threaten ben physically,1
idiot do not capacity think point ben make logically solute sir,1
fair,0
respect pronoun lol,0
call sir grab threaten lmao,0
two gender,1
hormone testosterone pill,0
moment know go win one see face look next second,0
quagmire dad,1
totally transgend dude act violence show true color woman get insult time threaten incapacitate every dumb ass disempowere hell give fuck every hater think let alone demand violence address we certain way,1
guy wear makeup wig get control get award pretend girl still get threaten people act like man lol suicide rate need increase bullshit act,1
ben right,0
I m sure ben really scare transgender thing ever suppose,1
caitlyn jenner get courage award like big bullshit happen decade bring hospital check brain injury,0
woman hell threatin like man would knocked thing ass,1
genetic,1
rude state fact genetic,1
man secret super power,0
person tran everyone okay threaten someone,1
ambulance would send hospital house sir good make threat television ill get go,0
justify threat violence insane well fair actually kind rude like suddenly make acceptable hurt someone holy god feel bad ben stick debate people,1
quite condescend everybody highschool know bit genetic transgender reporterpilot educate genetic apparently,1
keep justify zur zur say hope right pronoun,0
go home ambulance real woman would ever threaten man physical violence pure man right,1
fck legend,1
ben shapiro president,0
ben shapiro genetics sir lol,0
still feel like zoey tur look like family guy glenn transgender dad,0
lol two man disagree mental illness naturally want beat crap,1
wow none say anything response actual threat assault,1
hell wathc,1
cut go home ambulance show real self control right,0
shapiro douche,1
ben shapiro jew,0
bring onto earth man try change woman accept fact man start normal,0
polite pronoun disrespectful since pronoun feeling,0
polite pronoun disrespectful,0
love ben dudechick lay law,0
vast gulf heat threaten bizarre infantile terminology hln,1
unlady like behaviour hide dress agressive male,0
trap trigger,1
appreciate ben much,0
get punched sue zoey lose transgenderism,1
mean personally would use person pronoun wish respect avoid kind conflict ben say true bear man man amount surgery therapy go change yes upsetting offensive people transgender fact fact truth hurt let we beat around bush,1
probably good idea put two right next,0
agree ben one transgender person threat opinion,1
fuck cares caitlyn want woman seriously fuck care like nice call bare minimum get people different disorder gender dysphoria would rude would make fun someone depression ocd there s reason intent call someone something do not want call you all spend life behind computer look way asshole cute,1
zoey man,1
ben shapiro disagree transgenerism super offend caitlyn threaten ben shapiro right,1
look blond transexual loss temper lol,1
un ladylike zoe must next step country become develop call moron destroy nation collapse start,1
ben educate intelligent person room,0
go ben,0
fair someone disagree put hand,0
flipfloppe blehhh,1
ben hit zoey trash touching,1
call sir,1
ben get threatened make valid point people freak defence trans person cleary wrong,1
bitch arrest threaten ben,1
can not handle truth male,1
like imply girl tight dress get rape know wear something like,0
ben one dimensional man ocd personality allow feel aligned right say one room mental issue wrong one try offensive oppressive need balance ability take perspective leave right require waste time argue transgerism issue can not resolve oppress other ben live year ago jewish would get along well hitler also care other feeling,1
remind quagmire dad,1
people fuck head besides ben actually scary even watch,1
guy long hair get heat,1
really ladylike ugly guy,1
look like kc kc sunshine band httpswwwyoutubecomwatchvpsfqmkcsifindexlistplurarnkqbgszozqkvuohrtvd_tio,0
goodbye horse,1
motherfucke man every way,1
call siryou bear dick black dude actually part follow normsmake other ben doormat way woman get work label incorrectlythere way important thing worry someone labelling queen dick incorrectly,1
argument ben usually get heated time tell fact,1
do not argument disgusting life style woman shahahahahahaaha,1
woman want jenner side man room want hump jenner ben like tuck,0
chromosome mean male female,1
error nature,1
man woman touch touch period,1
honestly disagree,1
fair you re rude find someone say rude do not mean okay threaten someone guess that s stupid people resort argument fail,1
ben shapiro idiot fcking matter someone genetic someone make known heshe want refer specific pronoun fcking use,1
