author,text,classification
@Taumeltraeumer,"The moment shapiro got grabbed in the neck, you have sincerely proven that you are a man. Men get physical, women would rather tend to discuss the situation. 
If this is your point in being accepted as a woman, then you lost. I don't care. If you feel like a woman fine but that is not my problem it is yours! I'm not offended by those persons 
but I'm glad I have not any relations to those people!",0.0
@muhdnazrul1506,That dude in the dress is disturbingly disgusting...,1.0
@callmepone2415,"Please, say it to me, freak.",1.0
@eriktheone8219,Despite the fact that she is a HeðŸ˜Š,0.0
@dejiadeleye5697,"""I'll be sending you home in an ambulance""ðŸ˜ˆ

Ben: Dude............make good decisions",0.0
@araha69,Awesome Ben Shapiro - speak the truth!!!ðŸ’ª,0.0
@stevenstayton7615,"Ben should have punched that dude in his nuts ðŸ˜‚ soon as he grabbed his neck that should have instantly been responded too with a stiff jab and right cross. Stop letting these
 freaks get away with shit you wouldnâ€™t allow from anyone elseðŸ’¯",1.0
@joelbaxter5867,I gonna call them he because he wasnâ€™t born as a women,1.0
@i.v.2846,"It's m'mam! He even, oh wait...SHE...he gets tired and cry as a female but fight like a male?...God help our next generation!ðŸ˜¢ðŸ˜…ðŸ˜‚",1.0
@LongLiveIsrael-c7y,"Shapiro in his head: ""that doesn't even make sense, you don't go home in an ambulance""",0.0
@mikemisch7968,"STOP calling him ""her"".  Truth.  He is nothing but a male with a dress on.",1.0
@truckmeister505,That mother fucker touched me heâ€™s eating through a straw for the rest of â€œhisâ€! life,1.0
@VishusVenom,"Such a classic clip proving mental illness issues in the US.  We have a man in a wig and makeup claiming to be a woman, a real woman bowing down to the patriarchy, and a blk man 
calling White master whatever he wants to be called.  Wild as hell.",1.0
@DeserteagleMS,"I admire Ben how he stay calm after this man lady threat him with the ambulance car... If i was there, one ambulance car would't be enough for all of them.",1.0
@DCXCoorexDakarCoore,Hes a male,0.0
@ronaldgordon110,"You can cut stuff off. You can insert stuff we're you want. You can have as many surgeries as you see fit. If you were born a man you stay a man no matter what you do to yourself. 
So Bruce, you are a man if you like it or not. Me acknowledging that you are a woman is insane and ridiculous.",1.0
@Rumplestiltskinn,In my opinion although nobody cares at the end of the day were a human so just be respectful its not that hard.,0.0
@Pepespizzeria1,"Love how it physically threatened Ben but everyone came to it's defense, really is the time of the imbecile ðŸ˜‚",1.0
@waynedelahunt,"He disagreed with them, so he is evil",0.0
@danlebron2610,Beat his assðŸ˜Š,1.0
@jimmyfavereau,piss on zoe and his mental illness loosing the argument he threatens violence..   Ben spoke the truth!,1.0
@lucbosse5564,seems like a LOT of testosterone oozing from that little fragile thing called Zoe... rotfl Did Ben sue him for that threat and physical assault?,1.0
@aap112,"How can you go home in an ambulance, you're heading to the hospital ðŸ˜‚. Imagine the bill you get if an ambulance picked you up and just dropped you off home. That'll be $2500 please and thank you",0.0
@sergeeno007,Trans jokes,1.0
@duanemcintosh8908,"that wasn't very ""lady like"" of him lmaoooo",1.0
@CipknotP1,"I canâ€™t believe there backing up this guy dressed as a woman. These people are mental at this point. I canâ€™t believe science is becoming a threat to these people but not when it comes to taking a
 vaccine, then its all about trusting the science",1.0
@weallfollowmanutd,"Tbh the trans woman lost the arguement when stating 'your going home in an ambulance'. Shouldve been escorted out by security, not been given an opportunity to carry on.",1.0
@MsTonkal,"Honestly, the transwoman is very i appropriate and defensive. But, I honestly thin Ben Shapiro has autism. A sign of autism is that you take things very literal. So while he is correct in the facts. 
His brain does not get that even though she was born a man, she would like to now be a woman. That is apart of the dysphoria. So Caitlyn has take rather difficult and emotional steps to be 
happy with herself. With autism, you do not get the emotional factor. So he is right but he may have autism and cannot see why it is respectful to call her she now because on an emotional level 
it is now how she lives her life. But with Ben Shapiro to insult him like that we are bullying someone for having autism! That is equally wrong!",1.0
@johnwhitcher4761,"In most cases when a man does trans no matter what they wear
How they present themselves most of us know they are men 
Not a woman.",0.0
@briancoon641,NEWSFLASH YOUTUBE: FUCKING DUUHH!!!  CENSORSHIP THROUGH SOCIAL MEDIA COMMUNITY GUIDELINES DESIGNED SPECIFICALLY TO SILENCE PEOPLE'S VOICES NEVER FACILITIES COMMUNICATION!!!!,1.0
@YorkshirLee,"The bravest thing you can do would be going to war and fighting for your country.. Not sitting at home claiming to not be a man anymore so you won't be called up should another World War happen.

Edit: ""I'm a man claiming to be a woman making manly threats to a  man because I feel insulted being factually wrong"".

It's all good and well 'Zoe', sitting behind your security fence (""I'm a woman"") making threats, but what happens when someone else from inside your compound decides to punch your teeth down your throat? Suppose that's transphobic too? Oh, wait...",1.0
@ishirutaekakura308,Ben the only sane person in that room,0.0
@ishirutaekakura308,"When He says being ""transgender is the bravest thing you can do"" 
How disrespectful towards actual brave people.",0.0
@zenongruba2607,Cheat.  Hard to come out as trans gender as being courageous is non sense.   It 's just a way  to cheat.,1.0
@VictorDuenas-zu6fb,CHANNEL 82 HLN,0.0
@JacobSky5110,"I like how she or he, without consent, grabbed Ben Shapiro's neck and threatened him with violence and the entire cast jumped on Ben as the aggressor. That's the left for you.",0.0
@Mrstickky,If I was sitting in Ben's spot that man would of caught a fade after grabbing my neck,1.0
@Nardean,What female has ever had a voice as deep as Zoe's!?! Freakin luv Ben Shapiro! He couldn't have said it better!!,0.0
@dawnjones82,I identify as a goldfish. Everybody had better call me by my pronoun!!,0.0
@dawnjones82,"""You're going home in an ambulance"". Real ladylike. There's no way I'd have someone have their hands on me like that",0.0
@juancarlosdelacruzmartinez1640,"""Vete ahora a casa o te irÃ¡s en una ambulancia""... No suena muy femenino que digamos, hombre rubio con vestido y tacones.",0.0
@melinda4997,"It's funny how when a normal person states facts were being insensitive to these transgender and then they threaten and bully people into there beliefs. There the terrorists coming and throwing 
there mental problems on the rest of us",1.0
@Larry-jp7zb,Bruce Jenner is a freak. Cheerios should put out an apology for using him or it on their cereal box. The Olympics should dissolve his medal ðŸ¥‰.,1.0
@frankbarbina9973,"I would beat the shit out of Jenner on national television. I hate him. I mean genuinely HATE him. He's a bully, a nasty individual,  and absolutely disgusting!",1.0
@ColorfulCanvas66,"Threatening to be going in an ambulance ðŸš‘, that's a male right there still got some ballsðŸ˜‚",1.0
@soso-ws9xi,"If a man grows there hair long,wears makeup,dresses as a woman,even goes & PAYS MONEY FOR FAKE BREAST,and call themselves a female CANNOT BE FEMALE IF HE STILL HAS A PENIS!!!!! 
He canâ€™tREAL TRANS WOMEN be called A TRANS WOMAN because doesnâ€™t a REAL TRANS WOMAN go thru a  SURGERY THAT REMOVES HIS PENIS!!! Then after removal of penis does 
not a man get female appendage in its place? That would be a REAL TRANS WOMAN AND bruce jenner is a CROSSDRESSED meaning a MAN DRESSING AS WOMAN!!! And NO heâ€™s NOT BRAVE, 
BEING BRAVE IS A MILITARY MAN IN A FIREFIGHT RISKING HIS LIFE TO SAVE A FELLOW SOLDIER IS BEING BRAVE!!! And bruce to threaten someone in a POLITICAL DEBATE WITH VIOLENCE IS NOT LADY LIKE!! 
But sounds more like a man that is not getting his way so the the threat of violence is the only thing he has left after he realizes he is nothing more than a man that enjoys dressing as a female!!!",1.0
@kelliebrooks9094,"Anyone remember saturday nite live anchor men chevy chase ...jane u little ignorant misguided slut who did u sleep with to get this job..unfortunately Ben takes himself an topic a little too serious as george 
carlin would say carlin would also piss u off ben may be ur a feminist they are way to serious according to george....on that note its a conversation not a life threatening situation girls easy girls....the sad part 
of this debate is it wouldnt change anything   about another that has to come from inside the person kick an scream all u want u wouldnt change another individual...when God told me that i was so relieved
 most of my stress came from thinking i was gonna teach an educate friends so take a load off u wouldnt even influence them chance are better they will go the opposite of what ur trying help them away from....
others will evolve only themselves...we just delay the proccess..hope for this leave them alone to see whats right for their own eyes...dont worry about others i know we will all still try to help...but it just delays 
the proccess...where i come from girls dont fight..women oh heck never...its a debate not life threatning...sadly angered debate neither side will learn or gain anything....because they screaming about their side 
is better....an not listening to the other....we got a reaction  channel...are u serious....yeah i hope u had a reaction ur a live arent u....try not reacting an see how much more u hear an learn....this what happens 
when u let jerry springer pick the guest..oh brodder",1.0
@studioredband2686,TUR BELONGS IN PRISON,1.0
@devinarthur6559,0:43,0.0
@thumper7047,"So, Zoey Tur can't see th ehipocrocy in HIS actions?!?!?, A woman would not have acted or said that. That was what a MAN would say - Hello?!?!? McFly???!?!? Anyone home? DERRRRRRRRRRRR.... 
Frankenstien Bitch, threaten me like that and I might go home in an ambulance, but you wil be sounding even funnier with no teeth BITCH!!!!",1.0
@dougharland9816,It Reminds me of Shrek,0.0
@dougharland9816,"Lmao..!  Thata boy mr. Shapiro facts are facts, fantasies, or fantasies, and this thingâ€™s twisted thoughts are just that his twisted thoughts in thinking heâ€™s a woman and the transgenderâ€™s 
should not be pushing this Nonsense on the rest of the country. those are your demons not ours.!",1.0
@RubenDeLeon-cn9ov,Kiss asses,1.0
@conwuzere,all bro did was disagree ðŸ¤£ðŸ¤£,0.0
@Yungbrose,"Coming out of the closet isn't brave. It's an excuse and a way of letting people know that your going to explore this and I won't feel guilty  for doing it now. You failed yourself in your negative emotions, 
 they want to be ok",0.0
@bigfootanon6896,"To think this was 7 years ago is mind blowing! 
Yet the delusional ones are running the show",1.0
@RavensFan,They really OK a threat on national t.v threaten physical harm on another person. I would have took my mic off and said OK try,0.0
@mathildaweir,People who say Ben ensights violence need to take a look at what Zoe just said.,0.0
@colmobrien8091,"i have no problem with someone pretending to be a woman, but i do have a problem if they expect me to pretend they are female.",0.0
